Station_ID,Date_Time,altimeter_set_1,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,precip_accum_since_local_midnight_set_1,solar_radiation_set_1,precip_accum_set_1,precip_accum_24_hour_set_1,dew_point_temperature_set_1d,wind_chill_set_1d,wind_cardinal_direction_set_1d,pressure_set_1d,sea_level_pressure_set_1d,heat_index_set_1d
E3644,07/23/2021 19:08 CDT,101693.2,32.22,42,2.23,0,7.6,0,193,,0,17.73,,N,90392.47,100773.62,32.98
E3644,07/23/2021 19:13 CDT,101693.2,32.22,42,2.23,0,4.47,0,174,,0,17.73,,N,90392.47,100773.62,32.98
E3644,07/23/2021 19:18 CDT,101693.2,32.22,43,2.23,0,4.02,0,139,,0,18.1,,N,90392.47,100773.6,33.18
E3644,07/23/2021 19:23 CDT,101693.2,32.22,43,2.23,0,4.02,0,171,,0,18.1,,N,90392.47,100773.6,33.18
E3644,07/23/2021 19:28 CDT,101693.2,32.22,43,2.23,0,5.37,0,100,,0,18.1,,N,90392.47,100773.6,33.18
E3644,07/23/2021 19:33 CDT,101693.2,31.67,43,1.79,0,5.37,0,81,,0,17.6,,N,90392.47,100793.2,32.34
E3644,07/23/2021 19:38 CDT,101693.2,31.67,44,2.23,0,4.02,0,49,,0,17.97,,N,90392.47,100793.17,32.52
E3644,07/23/2021 19:43 CDT,101659.34,31.11,44,2.23,0,4.02,0,62,,0,17.46,,N,90362.37,100779.63,31.69
E3644,07/23/2021 19:48 CDT,101693.2,31.11,45,2.23,0,4.92,0,58,,0,17.81,,N,90392.47,100813.18,31.86
E3644,07/23/2021 19:53 CDT,101693.2,31.11,45,1.79,0,5.81,0,67,,0,17.81,,N,90392.47,100813.18,31.86
E3644,07/23/2021 19:58 CDT,101693.2,31.11,45,2.23,0,5.81,0,58,,0,17.81,,N,90392.47,100813.18,31.86
E3644,07/23/2021 20:03 CDT,101693.2,31.11,45,1.34,0,4.47,0,49,,0,17.81,,N,90392.47,100813.18,31.86
E3644,07/23/2021 20:08 CDT,101693.2,31.11,45,2.23,0,4.47,0,53,,0,17.81,,N,90392.47,100813.18,31.86
E3644,07/23/2021 20:13 CDT,101693.2,31.11,46,1.34,0,4.02,0,60,,0,18.16,,N,90392.47,100813.15,32.04
E3644,07/23/2021 20:18 CDT,101693.2,31.11,46,1.34,0,3.58,0,49,,0,18.16,,N,90392.47,100813.15,32.04
E3644,07/23/2021 20:23 CDT,101693.2,31.11,47,1.79,0,4.47,0,39,,0,18.5,,N,90392.47,100813.12,32.22
E3644,07/23/2021 20:28 CDT,101693.2,30.56,47,2.23,0,4.92,0,37,,0,18,,N,90392.47,100832.88,31.39
E3644,07/23/2021 20:33 CDT,101693.2,30.56,48,1.79,0,4.92,0,30,,0,18.33,,N,90392.47,100832.85,31.56
E3644,07/23/2021 20:38 CDT,101693.2,30.56,48,1.34,0,4.02,0,21,,0,18.33,,N,90392.47,100832.85,31.56
E3644,07/23/2021 20:43 CDT,101727.06,30.56,48,0.9,0,2.68,0,14,,0,18.33,,N,90422.57,100866.43,31.56
E3644,07/23/2021 20:48 CDT,101693.2,30.56,48,2.23,0,4.47,0,9,,0,18.33,,N,90392.47,100832.85,31.56
E3644,07/23/2021 20:53 CDT,101693.2,30,48,2.68,0,4.92,0,5,,0,17.81,,N,90392.47,100853.04,30.74
E3644,07/23/2021 20:58 CDT,101727.06,30,48,2.68,0,4.92,0,0,,0,17.81,,N,90422.57,100886.62,30.74
E3644,07/23/2021 21:03 CDT,101727.06,30,48,2.23,0,4.92,0,0,,0,17.81,,N,90422.57,100886.62,30.74
E3644,07/23/2021 21:08 CDT,101727.06,30,49,1.79,0,5.37,0,0,,0,18.14,,N,90422.57,100886.6,30.89
E3644,07/23/2021 21:13 CDT,101727.06,30,49,1.79,0,4.92,0,0,,0,18.14,,N,90422.57,100886.6,30.89
E3644,07/23/2021 21:18 CDT,101760.93,30,48,2.68,0,8.05,0,0,,0,17.81,,N,90452.67,100920.21,30.74
E3644,07/23/2021 21:23 CDT,101760.93,29.44,47,2.23,0,8.05,0,0,,0,16.97,,N,90452.67,100940.51,29.86
E3644,07/23/2021 21:28 CDT,101760.93,28.89,48,3.13,0,7.6,0,0,,0,16.79,,N,90452.67,100960.48,29.29
E3644,07/23/2021 21:33 CDT,101794.79,28.33,49,2.68,0,6.7,0,0,,0,16.6,,N,90482.77,101014.49,28.73
E3644,07/23/2021 21:38 CDT,101794.79,28.33,48,2.68,0,5.81,0,0,,0,16.28,,N,90482.77,101014.52,28.63
E3644,07/23/2021 21:43 CDT,101794.79,28.33,48,3.13,0,8.05,0,0,,0,16.28,,N,90482.77,101014.52,28.63
E3644,07/23/2021 21:48 CDT,101828.66,28.33,49,4.47,0,9.84,0,0,,0,16.6,,N,90512.88,101048.11,28.73
E3644,07/23/2021 21:53 CDT,101828.66,27.78,50,4.92,0,10.28,0,0,,0,16.41,,N,90512.88,101068.24,28.21
E3644,07/23/2021 21:58 CDT,101828.66,27.78,51,2.23,0,11.17,0,0,,0,16.72,,N,90512.88,101068.22,28.29
E3644,07/23/2021 22:03 CDT,101828.66,27.78,51,2.23,0,11.17,0,0,,0,16.72,,N,90512.88,101068.22,28.29
E3644,07/23/2021 22:08 CDT,101828.66,27.22,53,3.13,0,7.15,0,0,,0,16.81,,N,90512.88,101088.78,27.84
E3644,07/23/2021 22:13 CDT,101828.66,26.67,54,2.23,0,8.05,0,0,,0,16.59,,N,90512.88,101109.07,27.33
E3644,07/23/2021 22:18 CDT,101862.52,26.67,55,2.68,0,6.7,0,0,,0,16.88,,N,90542.97,101142.66,27.39
E3644,07/23/2021 22:23 CDT,101862.52,26.11,56,2.68,0,6.7,0,0,,0,16.64,,N,90542.97,101163.42,
E3644,07/23/2021 22:28 CDT,101862.52,26.11,56,2.68,0,6.7,0,0,,0,16.64,,N,90542.97,101163.42,
E3644,07/23/2021 22:33 CDT,101862.52,26.11,55,2.23,0,6.7,0,0,,0,16.35,,N,90542.97,101163.44,
E3644,07/23/2021 22:38 CDT,101862.52,26.11,55,2.23,0,6.7,0,0,,0,16.35,,N,90542.97,101163.44,
E3644,07/23/2021 22:43 CDT,101828.66,26.67,55,2.23,0,6.26,0,0,,0,16.88,,N,90512.88,101109.05,27.39
E3644,07/23/2021 22:48 CDT,101862.52,26.67,54,1.79,0,7.15,0,0,,0,16.59,,N,90542.97,101142.69,27.33
E3644,07/23/2021 22:53 CDT,101862.52,26.67,53,2.23,0,7.15,0,0,,0,16.29,,N,90542.97,101142.71,27.28
E3644,07/23/2021 22:58 CDT,101828.66,26.67,52,1.34,0,4.02,0,0,,0,16,,N,90512.88,101109.12,27.22
E3644,07/23/2021 23:03 CDT,101862.52,26.67,52,1.79,0,3.58,0,0,,0,16,,N,90542.97,101142.73,27.22
E3644,07/23/2021 23:08 CDT,101862.52,27.22,51,1.34,0,3.13,0,0,,0,16.2,,N,90542.97,101122.43,27.7
E3644,07/23/2021 23:13 CDT,101862.52,27.22,51,1.34,0,3.13,0,0,,0,16.2,,N,90542.97,101122.43,27.7
E3644,07/23/2021 23:18 CDT,101862.52,27.22,50,1.34,0,3.13,0,0,,0,15.89,,N,90542.97,101122.45,27.63
E3644,07/23/2021 23:23 CDT,101862.52,27.22,49,2.68,0,4.92,0,0,,0,15.58,,N,90542.97,101122.48,27.56
E3644,07/23/2021 23:28 CDT,101862.52,27.22,48,1.79,0,4.92,0,0,,0,15.25,,N,90542.97,101122.5,27.5
E3644,07/23/2021 23:33 CDT,101862.52,27.22,48,1.79,0,4.02,0,0,,0,15.25,,N,90542.97,101122.5,27.5
E3644,07/23/2021 23:38 CDT,101828.66,27.22,48,1.34,0,4.02,0,0,,0,15.25,,N,90512.88,101088.89,27.5
E3644,07/23/2021 23:44 CDT,101862.52,27.78,48,2.23,0,4.47,0,0,,0,15.77,,N,90542.97,101101.89,28.05
E3644,07/23/2021 23:48 CDT,101828.66,27.78,48,1.34,0,4.47,0,0,,0,15.77,,N,90512.88,101068.29,28.05
E3644,07/23/2021 23:53 CDT,101828.66,27.22,49,1.79,0,2.68,0,0,,0,15.58,,N,90512.88,101088.87,27.56
E3644,07/23/2021 23:58 CDT,101862.52,27.22,49,1.79,0,4.02,0,0,,0,15.58,,N,90542.97,101122.48,27.56
E3644,07/24/2021 00:03 CDT,101828.66,27.22,49,1.79,0,3.58,0,0,,0,15.58,,N,90512.88,101088.87,27.56
E3644,07/24/2021 00:08 CDT,101828.66,27.78,49,1.79,0,4.47,0,0,,0,16.09,,N,90512.88,101068.27,28.12
E3644,07/24/2021 00:13 CDT,101862.52,27.78,49,1.79,0,4.47,0,0,,0,16.09,,N,90542.97,101101.86,28.12
E3644,07/24/2021 00:18 CDT,101828.66,27.78,49,1.79,0,4.47,0,0,,0,16.09,,N,90512.88,101068.27,28.12
E3644,07/24/2021 00:23 CDT,101828.66,27.78,49,2.23,0,5.81,0,0,,0,16.09,,N,90512.88,101068.27,28.12
E3644,07/24/2021 00:28 CDT,101862.52,27.78,48,2.23,0,5.81,0,0,,0,15.77,,N,90542.97,101101.89,28.05
E3644,07/24/2021 00:33 CDT,101862.52,27.78,48,1.79,0,4.02,0,0,,0,15.77,,N,90542.97,101101.89,28.05
E3644,07/24/2021 00:38 CDT,101862.52,28.33,47,1.79,0,3.58,0,0,,0,15.95,,N,90542.97,101081.75,28.54
E3644,07/24/2021 00:43 CDT,101862.52,28.33,46,2.23,0,5.37,0,0,,0,15.61,,N,90542.97,101081.77,28.45
E3644,07/24/2021 00:48 CDT,101862.52,28.33,45,2.68,0,5.37,0,0,,0,15.27,,N,90542.97,101081.79,28.36
E3644,07/24/2021 00:53 CDT,101896.38,28.33,46,2.23,0,7.15,0,0,,0,15.61,,N,90573.07,101115.37,28.45
E3644,07/24/2021 00:58 CDT,101896.38,27.78,48,1.79,0,7.15,0,0,,0,15.77,,N,90573.07,101135.5,28.05
E3644,07/24/2021 01:03 CDT,101896.38,27.22,52,1.34,0,4.02,0,0,,0,16.51,,N,90573.07,101156.03,27.77
E3644,07/24/2021 01:08 CDT,101896.38,26.67,54,1.34,0,4.02,0,0,,0,16.59,,N,90573.07,101176.31,27.33
E3644,07/24/2021 01:13 CDT,101896.38,26.11,56,0.45,0,4.02,0,0,,0,16.64,,N,90573.07,101197.05,
E3644,07/24/2021 01:18 CDT,101896.38,26.11,57,0.9,0,2.68,0,0,,0,16.92,,N,90573.07,101197.03,
E3644,07/24/2021 01:23 CDT,101896.38,25.56,59,0.9,0,2.68,0,0,,0,16.94,,N,90573.07,101217.47,
E3644,07/24/2021 01:28 CDT,101896.38,25.56,59,1.79,0,3.58,0,0,,0,16.94,,N,90573.07,101217.47,
E3644,07/24/2021 01:33 CDT,101896.38,25.56,60,1.34,0,3.58,0,0,,0,17.21,,N,90573.07,101217.45,
E3644,07/24/2021 01:38 CDT,101896.38,25.56,61,0.9,0,3.58,0,0,,0,17.47,,N,90573.07,101217.43,
E3644,07/24/2021 01:43 CDT,101896.38,25,61,1.79,0,3.58,0,0,,0,16.94,,N,90573.07,101238.37,
E3644,07/24/2021 01:48 CDT,101896.38,25,60,1.79,0,3.58,0,0,,0,16.68,,N,90573.07,101238.39,
E3644,07/24/2021 01:53 CDT,101896.38,25,61,2.23,0,4.47,0,0,,0,16.94,,N,90573.07,101238.37,
E3644,07/24/2021 01:58 CDT,101896.38,25,61,2.68,0,4.47,0,0,,0,16.94,,N,90573.07,101238.37,
E3644,07/24/2021 02:03 CDT,101896.38,25,61,1.79,0,4.47,0,0,,0,16.94,,N,90573.07,101238.37,
E3644,07/24/2021 02:08 CDT,101896.38,25,61,1.34,0,4.02,0,0,,0,16.94,,N,90573.07,101238.37,
E3644,07/24/2021 02:13 CDT,101896.38,25,60,1.34,0,5.37,0,0,,0,16.68,,N,90573.07,101238.39,
E3644,07/24/2021 02:18 CDT,101896.38,25.56,60,2.23,0,5.37,0,0,,0,17.21,,N,90573.07,101217.45,
E3644,07/24/2021 02:23 CDT,101930.25,25.56,60,1.79,0,4.47,0,0,,0,17.21,,N,90603.18,101251.1,
E3644,07/24/2021 02:28 CDT,101896.38,25,60,1.79,0,4.02,0,0,,0,16.68,,N,90573.07,101238.39,
E3644,07/24/2021 02:33 CDT,101896.38,25,60,2.23,0,4.92,0,0,,0,16.68,,N,90573.07,101238.39,
E3644,07/24/2021 02:38 CDT,101896.38,25,61,1.79,0,4.92,0,0,,0,16.94,,N,90573.07,101238.37,
E3644,07/24/2021 02:43 CDT,101896.38,25,61,1.79,0,4.92,0,0,,0,16.94,,N,90573.07,101238.37,
E3644,07/24/2021 02:48 CDT,101896.38,25,61,1.79,0,4.92,0,0,,0,16.94,,N,90573.07,101238.37,
E3644,07/24/2021 02:53 CDT,101930.25,25,62,0.9,0,4.02,0,0,,0,17.2,,N,90603.18,101272.01,
E3644,07/24/2021 02:59 CDT,101930.25,25,62,1.34,0,4.92,0,0,,0,17.2,,N,90603.18,101272.01,
E3644,07/24/2021 03:03 CDT,101930.25,25,62,1.34,0,4.92,0,0,,0,17.2,,N,90603.18,101272.01,
E3644,07/24/2021 03:08 CDT,101896.38,25,62,1.34,0,3.58,0,0,,0,17.2,,N,90573.07,101238.35,
E3644,07/24/2021 03:13 CDT,101930.25,25,62,1.34,0,4.02,0,0,,0,17.2,,N,90603.18,101272.01,
E3644,07/24/2021 03:23 CDT,101896.38,25,62,2.23,0,5.37,0,0,,0,17.2,,N,90573.07,101238.35,
E3644,07/24/2021 03:33 CDT,101896.38,25,63,2.23,0,4.92,0,0,,0,17.45,,N,90573.07,101238.34,
E3644,07/24/2021 03:38 CDT,101896.38,25,64,2.23,0,6.26,0,0,,0,17.7,,N,90573.07,101238.32,
E3644,07/24/2021 03:43 CDT,101930.25,24.44,64,2.23,0,8.49,0,0,,0,17.17,,N,90603.18,101293,
E3644,07/24/2021 03:48 CDT,101930.25,24.44,65,1.79,0,8.49,0,0,,0,17.42,,N,90603.18,101292.98,
E3644,07/24/2021 03:53 CDT,101930.25,24.44,65,1.79,0,6.26,0,0,,0,17.42,,N,90603.18,101292.98,
E3644,07/24/2021 03:58 CDT,101896.38,24.44,65,2.23,0,6.7,0,0,,0,17.42,,N,90573.07,101259.32,
E3644,07/24/2021 04:03 CDT,101896.38,24.44,65,1.79,0,6.7,0,0,,0,17.42,,N,90573.07,101259.32,
E3644,07/24/2021 04:08 CDT,101896.38,24.44,65,2.23,0,4.92,0,0,,0,17.42,,N,90573.07,101259.32,
E3644,07/24/2021 04:13 CDT,101896.38,24.44,65,2.23,0,8.49,0,0,,0,17.42,,N,90573.07,101259.32,
E3644,07/24/2021 04:18 CDT,101896.38,24.44,65,2.23,0,8.49,0,0,,0,17.42,,N,90573.07,101259.32,
E3644,07/24/2021 04:23 CDT,101896.38,24.44,65,2.23,0,4.92,0,0,,0,17.42,,N,90573.07,101259.32,
E3644,07/24/2021 04:28 CDT,101896.38,24.44,65,1.79,0,4.92,0,0,,0,17.42,,N,90573.07,101259.32,
E3644,07/24/2021 04:33 CDT,101896.38,24.44,64,2.68,0,6.26,0,0,,0,17.17,,N,90573.07,101259.34,
E3644,07/24/2021 04:38 CDT,101896.38,24.44,64,1.79,0,6.26,0,0,,0,17.17,,N,90573.07,101259.34,
E3644,07/24/2021 04:43 CDT,101862.52,24.44,65,2.23,0,4.92,0,0,,0,17.42,,N,90542.97,101225.67,
E3644,07/24/2021 04:48 CDT,101862.52,24.44,65,1.79,0,6.26,0,0,,0,17.42,,N,90542.97,101225.67,
E3644,07/24/2021 04:53 CDT,101862.52,24.44,65,1.79,0,6.26,0,0,,0,17.42,,N,90542.97,101225.67,
E3644,07/24/2021 04:58 CDT,101862.52,24.44,65,1.79,0,6.7,0,0,,0,17.42,,N,90542.97,101225.67,
E3644,07/24/2021 05:03 CDT,101862.52,24.44,65,1.79,0,7.15,0,0,,0,17.42,,N,90542.97,101225.67,
E3644,07/24/2021 05:08 CDT,101862.52,24.44,65,1.79,0,7.15,0,0,,0,17.42,,N,90542.97,101225.67,
E3644,07/24/2021 05:13 CDT,101828.66,24.44,66,1.34,0,4.47,0,0,,0,17.66,,N,90512.88,101192.01,
E3644,07/24/2021 05:18 CDT,101828.66,24.44,66,1.79,0,6.26,0,0,,0,17.66,,N,90512.88,101192.01,
E3644,07/24/2021 05:23 CDT,101862.52,23.89,67,1.34,0,3.58,0,0,,0,17.37,,N,90542.97,101246.36,
E3644,07/24/2021 05:28 CDT,101862.52,23.89,67,0.9,0,3.13,0,0,,0,17.37,,N,90542.97,101246.36,
E3644,07/24/2021 05:33 CDT,101862.52,23.89,67,2.23,0,4.92,0,0,,0,17.37,,N,90542.97,101246.36,
E3644,07/24/2021 05:38 CDT,101862.52,23.89,67,1.34,0,4.47,0,0,,0,17.37,,N,90542.97,101246.36,
E3644,07/24/2021 05:43 CDT,101862.52,23.89,68,1.34,0,4.47,0,0,,0,17.61,,N,90542.97,101246.34,
E3644,07/24/2021 05:48 CDT,101862.52,23.89,68,1.34,0,3.58,0,0,,0,17.61,,N,90542.97,101246.34,
E3644,07/24/2021 05:53 CDT,101862.52,23.89,69,1.34,0,3.58,0,0,,0,17.84,,N,90542.97,101246.32,
E3644,07/24/2021 05:58 CDT,101862.52,23.33,69,1.34,0,4.47,0,0,,0,17.3,,N,90542.97,101267.5,
E3644,07/24/2021 06:03 CDT,101862.52,23.33,69,1.34,0,4.47,0,0,,0,17.3,,N,90542.97,101267.5,
E3644,07/24/2021 06:08 CDT,101862.52,23.33,70,1.34,0,4.02,0,0,,0,17.53,,N,90542.97,101267.48,
E3644,07/24/2021 06:13 CDT,101862.52,23.33,70,0.9,0,4.02,0,0,,0,17.53,,N,90542.97,101267.48,
E3644,07/24/2021 06:18 CDT,101896.38,23.33,70,0.9,0,4.02,0,0,,0,17.53,,N,90573.07,101301.15,
E3644,07/24/2021 06:23 CDT,101896.38,23.33,71,1.34,0,3.13,0,0,,0,17.76,,N,90573.07,101301.13,
E3644,07/24/2021 06:28 CDT,101896.38,23.33,71,1.34,0,3.58,0,0,,0,17.76,,N,90573.07,101301.13,
E3644,07/24/2021 06:33 CDT,101896.38,23.33,71,1.34,0,3.58,0,0,,0,17.76,,N,90573.07,101301.13,
E3644,07/24/2021 06:38 CDT,101896.38,23.33,71,0.9,0,2.68,0,0,,0,17.76,,N,90573.07,101301.13,
E3644,07/24/2021 06:43 CDT,101896.38,23.33,72,0.9,0,2.68,0,0,,0,17.98,,N,90573.07,101301.11,
E3644,07/24/2021 06:48 CDT,101896.38,22.78,72,0.9,0,3.13,0,5,,0,17.45,,N,90573.07,101322.01,
E3644,07/24/2021 06:53 CDT,101896.38,22.78,72,0.9,0,2.68,0,7,,0,17.45,,N,90573.07,101322.01,
E3644,07/24/2021 06:58 CDT,101896.38,22.78,72,0.9,0,3.13,0,11,,0,17.45,,N,90573.07,101322.01,
E3644,07/24/2021 07:03 CDT,101896.38,22.78,72,1.34,0,3.13,0,14,,0,17.45,,N,90573.07,101322.01,
E3644,07/24/2021 07:08 CDT,101896.38,22.78,73,0.9,0,3.13,0,21,,0,17.67,,N,90573.07,101321.99,
E3644,07/24/2021 07:13 CDT,101930.25,22.78,73,1.34,0,3.13,0,32,,0,17.67,,N,90603.18,101355.67,
E3644,07/24/2021 07:18 CDT,101930.25,22.78,73,0.9,0,2.68,0,47,,0,17.67,,N,90603.18,101355.67,
E3644,07/24/2021 07:23 CDT,101930.25,22.78,73,0.9,0,2.23,0,62,,0,17.67,,N,90603.18,101355.67,
E3644,07/24/2021 07:28 CDT,101964.11,22.78,73,0.9,0,1.79,0,79,,0,17.67,,N,90633.27,101389.34,
E3644,07/24/2021 07:33 CDT,101964.11,22.78,73,0.45,0,1.79,0,97,,0,17.67,,N,90633.27,101389.34,
E3644,07/24/2021 07:38 CDT,101964.11,23.33,73,0.45,0,1.34,0,113,,0,18.2,,N,90633.27,101368.43,
E3644,07/24/2021 07:43 CDT,101964.11,23.33,72,0.45,0,1.34,0,132,,0,17.98,,N,90633.27,101368.45,
E3644,07/24/2021 07:48 CDT,101964.11,23.33,72,0,,1.79,0,151,,0,17.98,,,90633.27,101368.45,
E3644,07/24/2021 07:53 CDT,101964.11,23.33,72,0.45,0,1.79,0,171,,0,17.98,,N,90633.27,101368.45,
E3644,07/24/2021 07:58 CDT,101964.11,23.33,71,0.45,0,1.79,0,188,,0,17.76,,N,90633.27,101368.46,
E3644,07/24/2021 08:03 CDT,101964.11,23.89,71,0,,1.79,0,206,,0,18.3,,,90633.27,101347.26,
E3644,07/24/2021 08:08 CDT,101964.11,23.89,70,0.45,0,1.79,0,211,,0,18.07,,N,90633.27,101347.28,
E3644,07/24/2021 08:13 CDT,101964.11,23.89,70,0.45,0,1.79,0,183,,0,18.07,,N,90633.27,101347.28,
E3644,07/24/2021 08:18 CDT,101964.11,23.89,70,0,,1.34,0,218,,0,18.07,,,90633.27,101347.28,
E3644,07/24/2021 08:28 CDT,101964.11,24.44,70,0.9,0,2.68,0,285,,0,18.6,,N,90633.27,101326.53,
E3644,07/24/2021 08:33 CDT,101964.11,24.44,70,0.45,0,2.68,0,311,,0,18.6,,N,90633.27,101326.53,
E3644,07/24/2021 08:38 CDT,101964.11,24.44,71,0.45,0,2.23,0,327,,0,18.82,,N,90633.27,101326.51,
E3644,07/24/2021 08:43 CDT,101997.98,25,70,0.9,0,2.68,0,345,,0,19.14,,N,90663.38,101339.14,
E3644,07/24/2021 08:48 CDT,101997.98,25,69,0.45,0,2.68,0,366,,0,18.9,,N,90663.38,101339.16,
E3644,07/24/2021 08:53 CDT,101997.98,25,69,0.45,0,2.23,0,385,,0,18.9,,N,90663.38,101339.16,
E3644,07/24/2021 08:58 CDT,101997.98,25.56,69,0.45,0,1.79,0,403,,0,19.44,,N,90663.38,101318.19,
E3644,07/24/2021 09:03 CDT,101997.98,25.56,68,0.45,0,1.79,0,418,,0,19.21,,N,90663.38,101318.21,
E3644,07/24/2021 09:08 CDT,101997.98,25.56,68,0.45,0,1.79,0,434,,0,19.21,,N,90663.38,101318.21,
E3644,07/24/2021 09:13 CDT,101997.98,26.11,67,0.9,0,3.58,0,450,,0,19.49,,N,90663.38,101297.72,
E3644,07/24/2021 09:18 CDT,101997.98,26.11,66,1.34,0,4.02,0,357,,0,19.25,,N,90663.38,101297.74,
E3644,07/24/2021 09:23 CDT,102031.84,26.11,66,0.9,0,4.02,0,487,,0,19.25,,N,90693.48,101331.37,
E3644,07/24/2021 09:28 CDT,102031.84,26.11,65,1.79,0,4.47,0,504,,0,19.01,,N,90693.48,101331.39,
E3644,07/24/2021 09:33 CDT,102031.84,26.11,64,1.79,0,4.47,0,520,,0,18.76,,N,90693.48,101331.41,
E3644,07/24/2021 09:38 CDT,102031.84,26.11,64,0.9,0,4.02,0,464,,0,18.76,,N,90693.48,101331.41,
E3644,07/24/2021 09:43 CDT,102031.84,26.11,63,2.23,0,4.47,0,554,,0,18.51,,N,90693.48,101331.43,
E3644,07/24/2021 09:48 CDT,102031.84,26.11,63,1.79,0,6.26,0,573,,0,18.51,,N,90693.48,101331.43,
E3644,07/24/2021 09:53 CDT,102031.84,26.11,63,1.79,0,5.37,0,371,,0,18.51,,N,90693.48,101331.43,
E3644,07/24/2021 09:58 CDT,102031.84,26.67,62,2.68,0,5.81,0,373,,0,18.78,,N,90693.48,101310.64,27.8
E3644,07/24/2021 10:03 CDT,102031.84,26.67,62,2.23,0,5.81,0,624,,0,18.78,,N,90693.48,101310.64,27.8
E3644,07/24/2021 10:08 CDT,102031.84,26.67,61,1.79,0,4.92,0,629,,0,18.52,,N,90693.48,101310.67,27.74
E3644,07/24/2021 10:13 CDT,102031.84,26.67,60,1.34,0,5.81,0,647,,0,18.26,,N,90693.48,101310.69,27.68
E3644,07/24/2021 10:18 CDT,102031.84,27.22,60,0.9,0,4.47,0,664,,0,18.78,,N,90693.48,101290.33,28.36
E3644,07/24/2021 10:23 CDT,102031.84,27.22,59,1.79,0,4.92,0,686,,0,18.51,,N,90693.48,101290.35,28.28
E3644,07/24/2021 10:28 CDT,102031.84,27.78,59,2.23,0,4.92,0,705,,0,19.04,,N,90693.48,101269.7,29.03
E3644,07/24/2021 10:33 CDT,102031.84,27.78,60,0.9,0,3.58,0,722,,0,19.31,,N,90693.48,101269.67,29.13
E3644,07/24/2021 10:43 CDT,102031.84,28.33,59,0.9,0,3.13,0,754,,0,19.55,,N,90693.48,101249.49,29.83
E3644,07/24/2021 10:48 CDT,102031.84,28.33,58,0.9,0,3.13,0,747,,0,19.28,,N,90693.48,101249.51,29.7
E3644,07/24/2021 10:53 CDT,102031.84,28.89,56,0.9,0,3.58,0,761,,0,19.24,,N,90693.48,101229.07,30.28
E3644,07/24/2021 10:58 CDT,102031.84,28.89,56,1.34,0,5.81,0,770,,0,19.24,,N,90693.48,101229.07,30.28
E3644,07/24/2021 11:03 CDT,102031.84,28.89,56,1.34,0,5.81,0,780,,0,19.24,,N,90693.48,101229.07,30.28
E3644,07/24/2021 11:08 CDT,101997.98,28.89,56,1.34,0,4.02,0,789,,0,19.24,,N,90663.38,101195.47,30.28
E3644,07/24/2021 11:13 CDT,101997.98,29.44,55,1.34,0,2.68,0,805,,0,19.47,,N,90663.38,101175.45,30.98
E3644,07/24/2021 11:18 CDT,101997.98,29.44,55,0.9,0,3.13,0,816,,0,19.47,,N,90663.38,101175.45,30.98
E3644,07/24/2021 11:23 CDT,101997.98,29.44,53,1.34,0,3.58,0,824,,0,18.87,,N,90663.38,101175.5,30.68
E3644,07/24/2021 11:28 CDT,101997.98,30,53,0.9,0,3.58,0,833,,0,19.4,,N,90663.38,101155.17,31.54
E3644,07/24/2021 11:33 CDT,101997.98,30,53,0.9,0,2.68,0,842,,0,19.4,,N,90663.38,101155.17,31.54
E3644,07/24/2021 11:38 CDT,101997.98,30.56,52,1.34,0,3.58,0,854,,0,19.61,,N,90663.38,101134.94,32.27
E3644,07/24/2021 11:43 CDT,102031.84,30.56,52,1.34,0,3.58,0,858,,0,19.61,,N,90693.48,101168.52,32.27
E3644,07/24/2021 11:48 CDT,101997.98,30.56,51,0.9,0,3.58,0,863,,0,19.3,,N,90663.38,101134.97,32.09
E3644,07/24/2021 11:53 CDT,101997.98,31.11,50,0.9,0,2.68,0,872,,0,19.49,,N,90663.38,101115.18,32.8
E3644,07/24/2021 11:58 CDT,102031.84,31.67,48,0.45,0,1.79,0,877,,0,19.35,,N,90693.48,101128.7,33.33
E3644,07/24/2021 12:03 CDT,102031.84,31.67,47,1.34,0,3.58,0,888,,0,19.02,,N,90693.48,101128.73,33.12
E3644,07/24/2021 12:08 CDT,102031.84,31.67,47,1.34,0,3.58,0,893,,0,19.02,,N,90693.48,101128.73,33.12
E3644,07/24/2021 12:13 CDT,102031.84,32.22,47,0.9,0,2.68,0,898,,0,19.52,,N,90693.48,101109.06,34.05
E3644,07/24/2021 12:18 CDT,102031.84,32.22,46,0.9,0,2.68,0,905,,0,19.18,,N,90693.48,101109.09,33.82
E3644,07/24/2021 12:23 CDT,101997.98,32.22,43,0.9,0,3.58,0,914,,0,18.1,,N,90663.38,101075.62,33.18
E3644,07/24/2021 12:28 CDT,101997.98,32.78,43,1.34,0,3.13,0,916,,0,18.61,,N,90663.38,101055.68,34.09
E3644,07/24/2021 12:33 CDT,101997.98,32.78,43,0.9,0,2.68,0,919,,0,18.61,,N,90663.38,101055.68,34.09
E3644,07/24/2021 12:38 CDT,101997.98,32.78,43,0.9,0,3.13,0,925,,0,18.61,,N,90663.38,101055.68,34.09
E3644,07/24/2021 12:43 CDT,102031.84,32.78,43,0.9,0,3.13,0,926,,0,18.61,,N,90693.48,101089.23,34.09
