obs,machine,id,time..2,elapsed,date,hhmmss,averaging,TIME..7,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,TIME..71,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time..112,hhmmss..113,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
27,alb,r8_hn_ni,1634250851,830.5,10/14/21 17:34,17:34:11,none,1634250851,0.000145954,0.145954254,-0.578432093,400.274,495.4911369,44.53332301,35.97547969,0.008634234,2.744720693,0.008619173,0.005388334,0,25.21582158,24.5441,3.094272405,49.93451449,1.61217108,3.228570652,1.482101325,-6.436582621,105.3718453,8.112419924,107.0476826,0,0,1,0,47769.45012,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.578432093,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634250851,400.274,399.962,17.9375,17.8515,398.04,17.8254,1000.02,89.7774,0.0997334,25.2562,24.5441,999.9,0,0,10004.4,0,0.00152894,0,0,0,0,-2.03,0,3.68,-1.3,35.812,41.687,38.25,41.75,36.75,0,0,0,775.0999999,0,2.061923077,-2.094017096,2.538119653,-2.128461538,15,1634250807,17:33:27,1634250807,1634250807,135,-0.013,0.001,2.234,0.109,400,18,0.26,0.22,0.341440317,0.150955798,0.047540101,1,2.12,2.421845499,1.618018032,0,0.081114561,-0.010233151,0.005687943,1,2,3,3-Feb,100,100,2.234,0.1121,1.620744617,0.001948428,-1.17E-06,3.75E-10,-0.053634173,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,0.7,0.7,1.61865,2.53906,2.84912,3.17627,3.09814,2.3938,34.0092,15.4542,18,1062.75,744.092,25.0001,23.9108,30,23.674,23.7446,32.4181,14.7684,47.0492,25,400,17.8784,101.314,101.602
28,alb,r8_hn_ni,1634250856,835.5,10/14/21 17:34,17:34:16,none,1634250856,0.00015002,0.150020045,-0.528373526,400.305,483.9265332,43.49421878,35.97850511,0.008854315,2.741352784,0.008838458,0.005525458,0,25.21994961,24.5629,3.097754217,49.91910119,1.6121818,3.229588998,1.485572418,-6.615883995,103.2473594,7.959589959,104.5910653,0,0,1,0,47677.0603,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.528373526,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634250856,400.305,400.024,17.9375,17.8491,398.071,17.8254,999.971,89.7777,0.100031,25.2615,24.5629,999.9,0,0,9984.38,0,0.00152894,0,0,0,0,6.25,0,-6.8,-2.52,36.937,41.75,38.187,41.687,36.75,0,0,0,779.8999999,0,2.551923077,-1.497094049,-7.392478765,-2.520384615,15,1634250807,17:33:27,1634250807,1634250807,135,-0.013,0.001,2.234,0.109,400,18,0.26,0.22,0.332876049,-0.252193443,0.055915594,1,2.119411765,1.302197802,1.592829412,0,0.081172756,0.035930649,0.005743032,1,2,3,3-Feb,100,100,2.234,0.1121,1.620744617,0.001948428,-1.17E-06,3.75E-10,-0.053634173,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,0.8,0.8,1.61865,2.54028,2.84912,3.17505,3.09814,2.40112,34.0092,15.4542,18,1063.69,744.346,25.0001,23.9108,30.0002,23.673,23.7446,32.417,14.7684,47.0492,25,400,17.8784,101.315,101.603
29,alb,r8_hn_ni,1634250861,840.5,10/14/21 17:34,17:34:21,none,1634250861,0.000150708,0.150707745,-0.668691649,400.378,508.4735472,45.69980853,35.98456211,0.008897791,2.742904051,0.008881787,0.005552552,0,25.22298115,24.5601,3.097235433,49.90861992,1.612150229,3.230203984,1.485085204,-6.646211559,104.1930373,8.027968098,105.5747938,0,0,1,0,47718.67652,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.668691649,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634250861,400.378,400.013,17.9374,17.8486,398.143,17.8253,1000.03,89.7762,0.100272,25.2647,24.5601,999.9,0,0,9993.75,0,0.00152894,0,0,0,0,3.06,0,-0.75,-1,35.812,41.75,38.312,41.687,36.75,0,0,0,784.6999998,0,2.470769231,4.20991455,-3.434530115,-2.665384615,15,1634250807,17:33:27,1634250807,1634250807,135,-0.013,0.001,2.234,0.109,400,18,0.26,0.22,0.32563522,-0.356434014,0.052497147,1,2.488285714,1.400782779,1.872476566,0,0.0836518,0.046032485,0.005012064,1,2,3,3-Feb,100,100,2.235,0.1121,1.620744617,0.001948428,-1.17E-06,3.75E-10,-0.053634173,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,0.9,0.9,1.61865,2.54272,2.84912,3.17505,3.09814,2.39746,34.0092,15.4454,18,1062.72,744.138,25.0002,23.9108,30,23.672,23.7446,32.4171,14.7684,47.0492,25,400,17.8784,101.316,101.603
30,alb,r8_hn_ni,1634250866,845.5,10/14/21 17:34,17:34:26,none,1634250866,0.000148501,0.148501317,-0.671136479,400.343,510.7893393,45.90885086,35.9821274,0.008755738,2.746004162,0.008740258,0.00546405,0,25.22813515,24.5705,3.09916273,49.89401932,1.612110181,3.231068981,1.487052549,-6.548908082,103.4373481,7.961342604,104.8497826,0,0,1,0,47802.29237,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.671136479,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634250866,400.343,399.976,17.9366,17.8491,398.109,17.8245,1000.03,89.7785,0.0997479,25.2692,24.5705,999.9,0,0,10011.9,0,0.00152894,0,0,0,0,0.83,0,2.39,-1.2,36.812,41.75,38.187,41.687,36.75,0,0,0,790.0999999,0,3.0616,3.800000074,-0.640000123,-3.3712,15,1634250807,17:33:27,1634250807,1634250807,135,-0.013,0.001,2.234,0.109,400,18,0.26,0.22,0.320568561,0.111174146,0.038430491,1,2.760294118,6.193454363,2.036988096,0,0.086597632,0.020721236,0.002357219,1,2,3,3-Feb,100,100,2.234,0.1121,1.620744617,0.001948428,-1.17E-06,3.75E-10,-0.053634173,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,1,1,1.61865,2.54028,2.84912,3.17505,3.09814,2.38525,34.0092,15.4454,18,1062.39,744.3,25.0002,23.91,30.0002,23.672,23.7446,32.4168,14.7684,47.0492,25,400,17.8784,101.317,101.603
31,alb,r8_hn_ni,1634250871,850.5,10/14/21 17:34,17:34:31,none,1634250871,0.000150197,0.150196606,-0.466793845,400.269,472.8840475,42.50155786,35.97511092,0.008854075,2.745764662,0.008838244,0.005525322,0,25.23086308,24.5708,3.099218341,49.87733924,1.611878098,3.231684213,1.487340243,-6.623670323,103.8576126,7.994527648,105.2284699,0,0,1,0,47795.24242,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.466793845,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634250871,400.269,400.025,17.9342,17.8457,398.035,17.8222,1000.02,89.7774,0.0999348,25.2724,24.5708,999.9,0,0,10010.6,0,0.00152894,0,0,0,0,1.75,0,0,-1.39,36.062,41.812,38.375,41.812,36.75,0,0,0,794.8999999,0,2.8116,-2.323076801,6.929230746,-2.9644,15,1634250807,17:33:27,1634250807,1634250807,135,-0.013,0.001,2.234,0.109,400,18,0.26,0.22,0.314646683,0.171226683,0.041383548,1,2.727058824,2.183431953,2.085967866,0,0.087895646,0.007065805,0.001070308,1,2,3,3-Feb,100,100,2.234,0.112,1.620744617,0.001948428,-1.17E-06,3.75E-10,-0.053634173,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,1.1,1.1,1.61865,2.54028,2.84912,3.17505,3.09814,2.39014,34.0092,15.4454,18,1062.52,744.3,25.0001,23.9089,30,23.672,23.7446,32.4158,14.7684,47.0492,25,400,17.8784,101.316,101.605
32,alb,r8_hn_ni,1634250876,855.5,10/14/21 17:34,17:34:36,none,1634250876,0.000155797,0.15579711,-0.577379311,400.322,488.957438,43.94568548,35.97946025,0.009186679,2.74058983,0.009169605,0.005732535,0,25.2308388,24.5689,3.098866155,49.87118305,1.61183258,3.231991867,1.487033575,-6.870652542,104.1790037,8.034397104,105.3427483,0,0,1,0,47654.30353,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.577379311,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634250876,400.322,400.013,17.9339,17.8421,398.088,17.8218,1000.02,89.7764,0.0999002,25.274,24.5689,999.9,0,0,9980,0,0.00152894,0,0,0,0,1.57,0,-3.01,-2.65,36.687,41.812,38.187,41.812,36.812,0,0,0,799.6999998,0,2.7652,-4.714615381,7.910000084,-2.9216,15,1634250807,17:33:27,1634250807,1634250807,135,-0.013,0.001,2.234,0.109,400,18,0.26,0.22,0.315656756,-0.107930321,0.040401898,1,2.865714286,-1.864579256,1.956636014,0,0.08873228,0.005825093,0.000991888,1,2,3,3-Feb,100,100,2.234,0.1121,1.620744617,0.001948428,-1.17E-06,3.75E-10,-0.053634173,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,1.1,1.2,1.61865,2.5354,2.84912,3.17505,3.09814,2.43286,34.0092,15.4542,18,1062.89,744.277,25.0001,23.9089,30.0001,23.672,23.7446,32.4147,14.7684,47.0492,25,400,17.8784,101.316,101.603
33,alb,r8_hn_ni,1634250881,860.5,10/14/21 17:34,17:34:41,none,1634250881,0.000152062,0.152061827,-0.617547601,400.333,498.5741094,44.80974041,35.9802434,0.008958458,2.744471724,0.008942244,0.005590357,0,25.23382897,24.5753,3.100052606,49.86414881,1.611787424,3.23235724,1.488265181,-6.705926591,103.6607477,7.983454464,104.9382756,0,0,1,0,47759.4913,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.617547601,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634250881,400.333,399.999,17.9335,17.8439,398.099,17.8214,1000.01,89.7758,0.0999869,25.2759,24.5753,999.9,0,0,10003.1,0,0.00152894,0,0,0,0,3.48,0,-5.27,-2.89,36.625,41.75,38.25,41.812,36.812,0,0,0,805.0999999,0,2.248846154,0.316239308,0.61162396,-1.838076923,15,1634250807,17:33:27,1634250807,1634250807,135,-0.013,0.001,2.234,0.109,400,18,0.26,0.22,0.322218756,-0.174921449,0.039169793,1,2.578235294,-4.694152999,1.74434628,0,0.089310717,0.008381822,0.001264218,1,2,3,3-Feb,100,100,2.234,0.1121,1.620744617,0.001948428,-1.17E-06,3.75E-10,-0.053634173,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,1.2,1.2,1.61865,2.53784,2.84912,3.17505,3.09814,2.43774,34.0092,15.4542,18,1062.78,744.528,25.0002,23.9089,30.0002,23.67,23.7427,32.4152,14.7684,47.0492,25,400,17.8784,101.315,101.605
34,alb,r8_hn_ni,1634250886,865.5,10/14/21 17:34,17:34:46,none,1634250886,0.000151385,0.151385499,-0.567286932,400.336,490.121567,44.0498659,35.98035325,0.008921848,2.746048843,0.008905776,0.005567551,0,25.23823855,24.5707,3.099199804,49.84229574,1.611483678,3.233165034,1.487716126,-6.676100503,105.0231125,8.083715942,106.430728,0,0,1,0,47801.69486,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.567286932,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634250886,400.336,400.032,17.9302,17.841,398.102,17.8182,1000.03,89.7755,0.0998878,25.2801,24.5707,999.9,0,0,10012.5,0,0.00152894,0,0,0,0,4.55,0,0.96,-0.98,36.687,41.812,38.25,41.812,36.875,0,0,0,809.8999999,0,2.097307692,-2.221196611,12.24615388,-1.181538462,15,1634250807,17:33:27,1634250807,1634250807,135,-0.013,0.001,2.234,0.109,400,18,0.26,0.22,0.309714,-0.005819686,0.031870033,1,2.137941176,-4.072189349,1.640431757,0,0.089407895,0.004135568,0.001230842,1,2,3,3-Feb,100,100,2.234,0.112,1.620744617,0.001948428,-1.17E-06,3.75E-10,-0.053634173,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,1.3,1.3,1.61865,2.53662,2.84912,3.17627,3.09814,2.45117,34.0092,15.4542,18,1062.86,744.456,25.0003,23.9089,30,23.67,23.7426,32.4134,14.7684,47.0492,25,400,17.8784,101.315,101.605
35,alb,r8_hn_ni,1634250891,870.5,10/14/21 17:34,17:34:51,none,1634250891,0.000154431,0.154430823,-0.613465421,400.289,496.3229751,44.60775301,35.9765591,0.009081625,2.742592665,0.009064951,0.00566709,0,25.2405466,24.589,3.102593687,49.83673856,1.611610791,3.233780615,1.490982896,-6.810399273,102.6582647,7.912505234,103.7603707,0,0,1,0,47707.24214,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.613465421,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634250891,400.289,399.958,17.9314,17.8404,398.055,17.8194,999.967,89.7764,0.100062,25.2833,24.589,999.9,0,0,9991.88,0,0.00152894,0,0,0,0,2.67,0,-0.32,-1.99,36.625,41.812,38.312,41.875,36.812,0,0,0,814.6999998,0,2.173076923,5.065982902,-5.599316184,-1.361538462,15,1634250807,17:33:27,1634250807,1634250807,135,-0.013,0.001,2.234,0.109,400,18,0.26,0.22,0.306278122,0.127336286,0.025030763,1,2.309142857,0.178003914,1.616930728,1,0.090042995,0.002062405,0.001103832,1,3,3,3-Mar,100,100,2.234,0.112,1.620744617,0.001948428,-1.17E-06,3.75E-10,-0.053634173,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,1.4,1.4,1.61865,2.53418,2.84912,3.17627,3.09814,2.40479,34.0092,15.4542,18,1062.01,744.641,25.0003,23.907,30.0002,23.67,23.7426,32.4143,14.7684,47.0492,25,400,17.8784,101.314,101.605
36,alb,r8_hn_ni,1634250896,875.5,10/14/21 17:34,17:34:56,none,1634250896,0.000154775,0.154775008,-0.555289305,400.297,485.9753528,43.67802088,35.97750508,0.009103268,2.744814232,0.009086529,0.005680582,0,25.24448363,24.5869,3.10220406,49.81935969,1.611432216,3.234550235,1.490771844,-6.825577833,103.6440888,7.982099685,104.8006106,0,0,1,0,47767.00396,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.555289305,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634250896,400.297,400.001,17.9293,17.8381,398.063,17.8173,1000,89.777,0.100029,25.2873,24.5869,999.9,0,0,10005,0,0.00152894,0,0,0,0,1.13,0,-3.05,-2.36,36.75,41.812,38.312,41.875,36.812,0,0,0,820.0999999,0,2.044,1.094615283,-11.34923074,-1.5668,15,1634250807,17:33:27,1634250807,1634250807,135,-0.013,0.001,2.234,0.109,400,18,0.26,0.22,0.315670805,-0.019232571,0.015947077,1,2.073235294,1.184224365,1.654947521,0,0.090410788,0.002557836,0.001051826,1,2,3,3-Feb,100,100,2.234,0.112,1.620744617,0.001948428,-1.17E-06,3.75E-10,-0.053634173,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,1.5,1.5,1.61865,2.53418,2.84912,3.17505,3.09814,2.42432,34.0092,15.4542,18,1062.33,744.479,25.0004,23.9068,30,23.67,23.7426,32.4149,14.7684,47.0492,25,400,17.8784,101.312,101.605
37,alb,r5_ln_ni,1634251347,1326.6,10/14/21 17:42,17:42:27,none,1634251347,7.70E-05,0.077043011,-0.41415538,400.237,536.94201,48.26026995,35.97324349,0.004428151,2.744236143,0.004424185,0.002765472,0,25.23008239,24.7503,3.132648862,49.84308122,1.608759523,3.22764862,1.523889339,-3.397596794,74.13637145,5.71444253,76.45321718,0,0,1,0,47757.10723,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.41415538,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634251347,400.237,400.007,17.899,17.8536,397.948,17.7858,999.965,89.7803,0.0995549,25.2514,24.7503,999.9,0,0,10001.2,0,0.00152894,0,0,0,0,3.21,0,-5.87,-1.4,36,40.875,37.25,40.625,35.937,0,0,0,1270.7,0,2.047307692,-0.316923188,-9.959315956,-6.027307692,15,1634251325,17:42:05,1634251325,1634251321,136,0.054,0.002,2.288,0.112,400,18,0.53,0.09,0.214711298,0.235095679,0.039884032,1,2.075588235,-2.114115438,1.516346599,0,0.03704778,0.0959351,0.010538253,1,2,3,3-Feb,100,100,2.289,0.1132,1.675342131,0.001948428,-1.17E-06,3.75E-10,-0.051799305,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,0.4,0.4,1.61987,2.53662,2.84912,3.17627,3.09814,2.3938,33.9865,15.4016,18,1061,744.579,24.9999,23.8727,30.0002,23.6362,23.7088,32.4296,13.8461,49.2978,25,400,17.9064,101.322,101.604
38,alb,r5_ln_ni,1634251369,1348.1,10/14/21 17:42,17:42:48,none,1634251369,6.19E-05,0.06194766,-0.344804728,400.156,541.643702,48.68292894,35.96601612,0.003571521,2.744872411,0.003568941,0.00223082,0,25.23936299,24.743,3.131283169,49.93966271,1.612366077,3.228628287,1.518917093,-2.731891818,75.98853178,5.855784971,79.11242493,0,0,1,0,47773.58627,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.344804728,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634251369,400.156,399.964,17.9391,17.9026,397.867,17.8252,1000.05,89.7801,0.0998871,25.2565,24.743,999.9,0,0,10005,0,0.00152894,0,0,0,0,0.92,0,-5.16,-2.23,35.062,41,37.5,40.75,36,0,0,0,1292.3,0,2.260769231,-2.672136667,7.592820548,-4.339615385,15,1634251325,17:42:05,1634251325,1634251321,136,0.054,0.002,2.288,0.112,400,18,0.53,0.09,0.215242683,-0.020975059,0.030288284,1,2.176571429,0.16297456,1.563050027,1,0.034583629,-0.086623934,0.011480087,1,3,3,3-Mar,100,100,2.289,0.1139,1.675342131,0.001948428,-1.17E-06,3.75E-10,-0.051799305,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,0.7,0.8,1.61987,2.54272,2.84912,3.17749,3.09814,2.39136,33.9865,15.3929,18,1061.91,745.94,24.9999,23.8701,30,23.6341,23.7068,32.4337,13.5512,49.6693,25,400,17.9304,101.32,101.605
39,alb,r5_ln_ni,1634251374,1353.1,10/14/21 17:42,17:42:53,none,1634251374,7.33E-05,0.073316039,-0.349343106,400.184,519.8207368,46.7220196,35.96894731,0.0042241,2.746773,0.004220494,0.002638132,0,25.23733112,24.7503,3.132648862,49.94058838,1.612501505,3.228839622,1.520147357,-3.233237323,75.12302637,5.785326716,77.67511577,0,0,1,0,47825.11504,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.349343106,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634251374,400.184,399.992,17.9404,17.8972,397.896,17.8265,1000.01,89.7809,0.100123,25.2576,24.7503,999.9,0,0,10016.2,0,0.00152894,0,0,0,0,0.12,0,-5.86,-1.91,35.187,41,37.375,40.812,36.062,0,0,0,1297.1,0,2.146153846,-7.098803353,-6.678974292,-4.652307692,15,1634251325,17:42:05,1634251325,1634251321,136,0.054,0.002,2.288,0.112,400,18,0.53,0.09,0.203213537,0.032276467,0.027757138,1,2.183823529,-1.737423313,1.724235576,0,0.033119622,-0.010499017,0.01036134,1,2,3,3-Feb,100,100,2.288,0.1139,1.675342131,0.001948428,-1.17E-06,3.75E-10,-0.051799305,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,0.8,0.9,1.61987,2.53906,2.84912,3.17627,3.09814,2.39502,33.9865,15.4016,18,1061.37,745.43,24.9999,23.8687,30.0002,23.6341,23.7067,32.4331,13.5512,49.6693,25,400,17.9304,101.319,101.604
40,alb,r5_ln_ni,1634251379,1358.1,10/14/21 17:42,17:42:58,none,1634251379,7.47E-05,0.074670115,-0.423203811,400.238,544.6499709,48.95272273,35.97308526,0.004301207,2.739162534,0.004297458,0.002686248,0,25.23740355,24.752,3.132966975,49.93922256,1.612505379,3.228935687,1.520461596,-3.292952068,74.73767503,5.771705627,77.21642859,0,0,1,0,47618.1222,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.423203811,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634251379,400.238,400.002,17.9408,17.8968,397.949,17.8268,999.961,89.779,0.100235,25.2581,24.752,999.9,0,0,9971.25,0,0.00152894,0,0,0,0,4.43,0,-5.26,-1.55,35,41,37.562,40.875,36.062,0,0,0,1302.5,0,1.7868,1.968461577,-9.1007691,-4.8948,15,1634251325,17:42:05,1634251325,1634251321,136,0.054,0.002,2.288,0.112,400,18,0.53,0.09,0.207856707,-0.154429108,0.0223778,1,2.050294118,-3.692814877,1.699765529,0,0.032792859,0.083624185,0.009997838,1,2,3,3-Feb,100,100,2.289,0.114,1.675342131,0.001948428,-1.17E-06,3.75E-10,-0.051799305,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,0.9,1,1.61987,2.54395,2.84912,3.17749,3.09814,2.37793,33.9865,15.3841,18,1062.35,745.727,25,23.8687,29.9999,23.6321,23.7048,32.4331,13.5512,49.6693,25,400,17.9304,101.32,101.603
41,alb,r5_ln_ni,1634251384,1363.1,10/14/21 17:43,17:43:03,none,1634251384,7.77E-05,0.077729269,-0.361112921,400.188,516.5627575,46.42902895,35.96918277,0.004478448,2.743929557,0.004474391,0.002796859,0,25.23969043,24.75,3.132592727,49.92665811,1.612397075,3.229531348,1.520195653,-3.427860748,75.62218931,5.829899814,78.02422838,0,0,1,0,47747.20284,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.361112921,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634251384,400.188,399.99,17.9393,17.8935,397.899,17.8254,1000.02,89.7803,0.100413,25.2612,24.75,999.9,0,0,9999.38,0,0.00152894,0,0,0,0,0.61,0,-2.38,-1.17,35.75,41.062,37.375,40.812,36.062,0,0,0,1307.3,0,1.8524,-0.903076871,5.664615374,-5.5144,15,1634251325,17:42:05,1634251325,1634251321,136,0.054,0.002,2.288,0.112,400,18,0.53,0.09,0.20835539,0.016919645,0.022383229,1,1.923142857,-1.589823875,1.625304844,0,0.038152978,0.066711514,0.007481492,1,2,3,3-Feb,100,100,2.289,0.1139,1.675342131,0.001948428,-1.17E-06,3.75E-10,-0.051799305,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,1,1.1,1.61987,2.54517,2.84912,3.17627,3.09814,2.39136,34.0092,15.3754,18,1062.6,745.797,25.0001,23.8667,30.0001,23.6321,23.7048,32.4332,13.5512,49.6693,25,400,17.9304,101.317,101.603
42,alb,r5_ln_ni,1634251389,1368.1,10/14/21 17:43,17:43:08,none,1634251389,7.43E-05,0.074333264,-0.424749733,400.221,546.1318083,49.08730446,35.97257984,0.00427511,2.74648694,0.004271416,0.002669967,0,25.24334801,24.7629,3.13500731,49.9108879,1.612146748,3.230050228,1.522860562,-3.27809693,74.18237055,5.714024009,76.61829763,0,0,1,0,47816.34419,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.424749733,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634251389,400.221,399.984,17.9363,17.8925,397.932,17.8224,1000,89.7818,0.0999899,25.2639,24.7629,999.9,0,0,10014.4,0,0.00152894,0,0,0,0,1.94,0,-3.31,-1.35,35.062,41.062,37.625,40.937,36.125,0,0,0,1312.1,0,2.0804,2.916153846,1.499999904,-5.2128,15,1634251325,17:42:05,1634251325,1634251321,136,0.054,0.002,2.288,0.112,400,18,0.53,0.09,0.199877488,0.033882146,0.022001311,1,2.010294118,1.60594466,1.782266378,0,0.042895112,0.024695553,0.002801078,1,2,3,3-Feb,100,100,2.289,0.1139,1.675342131,0.001948428,-1.17E-06,3.75E-10,-0.051799305,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,1.1,1.1,1.61987,2.54272,2.84912,3.17749,3.09814,2.42676,34.0092,15.3929,18,1063.23,745.48,25.0001,23.8667,30,23.6309,23.7037,32.4332,13.5512,49.6693,25,400,17.9304,101.318,101.604
